Data Set,Variable,Label,Type,Length,Format,Codelist Name,Origin,Derivation / Comments / Predecessor,Notes,XL Comments
ADTR,PCHG,Percent Change from Baseline,Num,8,best20.,,Derived,"
Populated only for PARAMCD =""SUMDIR"" and ""SUMDIV"".   

If TREVAL=INDEPENDENT ASSESSOR then set to TR.TRSTRESN where TR.TRTESTCD=""PCHGBL"" and populate for corresponding PARAMCD=SUMDIR within a subject, VISIT, TREVALID, TRCAT

If TREVAL=INVESTIGATOR then do:
Calculate as: 100*(AVAL - BASE)/(BASE) where AVAL is non-missing and BASE is not missing or 0. 
Only populated on post-baseline records (where ADTR.PSBLFL = 'Y').",,
ADTR,NADIR,Nadir Value,Num,8,best20.,,Derived,"Populated on SUMDIV and SUMDIR records.

For PARAMCD=SUMDIV:
If ABLFL = 'Y', set to AVAL.
This value is retained on all subsequent records.
If AVAL < NADIR then, on the next record, NADIR is set equal to that lesser AVAL (update NADIR for the subsequent record to be equal to AVAL from the current record; do not update NADIR on the current record), and continue retaining that value of NADIR on subsequent records, until an even lower value is encountered. Repeated as above any time a record is encountered where AVAL < NADIR.

For PARAMCD=SUMDIR:
if TREVAL=INDEPENDENT ASSESSOR then set to numeric SUPPTR.QVAL where QNAM=TORRESR and corresponding SUPPTR.QVAL where QNAM=TREFTYP=""NADIR""  when combining onto the PARAMCD=SUMDIR record within a subject, VISIT, TREVALID, TRCAT",,
ADTR,CHGNAD,Change from Nadir,Num,8,best20.,,Derived,"Populated only for PARAMCD =""SUMDIR"" and ""SUMDIV"".   

If TREVAL=INDEPENDENT ASSESSOR then set to TR.TRSTRESN where TR.TRTESTCD=""CHGNAD"" and populate for corresponding PARAMCD=SUMDIR within a subject, VISIT, TREVALID, TRCAT

If TREVAL=INVESTIGATOR then do:
Calculated as: AVAL- NADIR
Only populated on post-baseline (where PSBLFL = 'Y' )  records.",,
ADTR,PCHGNAD,Percent Change from Nadir,Num,8,best20.,,Derived,"Populated only for PARAMCD =""SUMDIR"" and ""SUMDIV"".   

If TREVAL=INDEPENDENT ASSESSOR then set to TR.TRSTRESN where TR.TRTESTCD=""PCHGNAD"" and populate for corresponding PARAMCD=SUMDIR within a subject, VISIT, TREVALID, TRCAT

If TREVAL=INVESTIGATOR then do:
Calculated as: 100*(AVAL-NADIR) /NADIR
Null if NADIR = 0. 
Only populated on post-baseline (where PSBLFL = 'Y' ) SUMDIV records.",,
ADTR,PREPDFL,On or Prior to 1st PD Flag,Char,1,$1.,,Derived,"Populated on records with TREVAL in ('INVESTIGATOR' 'INDEPENDENT ASSESSOR')
If TREVAL='INVESTIGATOR' and TRCAT='RECIST 1.1'  then set to ""Y"" if ADT <= ADSL.INVPDDT or INVPDDT is missing.

else If TREVAL='INVESTIGATOR' and TRCAT='RECIST 1.1'  then set to ""Y"" if ADT <= ADSL.PCIVPDDT or PCIVPDDT is missing.

Else if TREVAL='INDEPENDENT ASSESSOR' then set to ""Y"" if TRCAT='RECIST 1.1' and ACEPTFL='Y' and ( ADT <= ADSL.BIRCPDDT or BIRCPDDT is missing).

Else if TREVAL='INDEPENDENT ASSESSOR' then set to ""Y"" if TRCAT='PCWG3' and ACEPTFL='Y' and ( ADT <= ADSL.PCWGPDDT or PCWGPDDT is missing).
",,"ML 12/12/24: The current specs is only written for TREVAL= ""INVESTIGATOR"". But we also need to consider TREVAL= ""INDEPENDENT ASSESSOR"" since 002 has BICR data."
ADTR,PREACTFL,Prior to 1st Anti-Cancer Therapy Flag,Char,1,$1.,Y,Derived,Set to 'Y' if ADT <=ADSL.FSBACTDT or FSBACTDT is missing,,
ADTR,ACEPTFL,Accepted Record Flag Imputed,Char,1,$1.,Y,Derived,"Only populate for records where TRCEVAL=INDEPENDENT ASSESSOR
Set to TR.TRACPTFL

If a subject is missing TR.TRACPTFL for both TREVALID='READER 1' and 'READER 2' records within the same visit, TRCAT, and TRSPID then set ACEPTFL=Y for TREVALID='READER 1' record.                                                                            ",,
ADTR,ANL01FL,Analysis Flag 01 (Max Pct Reduction SoD),Char,1,$1.,Y,Derived,"Flags the post-baseline sum of diameter record with the largest %reduction from baseline that occurs prior to start of new anti-cancer therapy and on or prior to the first PD.

For records with PARAMCD = 'SUMDIV', set to 'Y' on the record with the smallest/most negative non-missing PCHG where PSBLFL = 'Y' and PREPDFL = 'Y' and PREACTFL = 'Y'. If more than one record with the same low PCHG, flag the earlier record.

For records with PARAMCD = 'SUMDIR', set to 'Y' on the record with the smallest/most negative non-missing PCHG where PSBLFL = 'Y' and PREPDFL = 'Y' and PREACTFL = 'Y' and ACEPTFL='Y'. If more than one record with the same low PCHG, flag the earlier record.",,
ADTR,CRIT1FL,Criterion 1 Evaluation Result Flag,Char,1,$1.,Y,Derived,"Flags Sum of Diameters records that indiciate a post-baseline reduction in SoD prior to subsequent anti-cancer history and prior to or on first PD.

Set to ""Y"" on records where (PARAMCD = 'SUMDIV'  or (PARAMCD = 'SUMDIR' and ACEPTFL='Y') ) and PSBLFL = 'Y' and non-missing CHG < 0 and PREACTFL = 'Y' and PREPDFL = 'Y'.",,
ADTR,CRIT1,Analysis Criterion 1,Char,30,$30.,CRIT1TR,Assigned,"Set to ""Post-Baseline Reduction in SoD"" on records where CRIT1FL = 'Y'",,
ADTR,CRIT2FL,Criterion 2 Evaluation Result Flag,Char,1,$1.,Y,Derived,"Flags Sum of Diameters records that show a >=20% increase in SoD relative to Nadir, indicating disease progression of target lesions. Only considers records that are prior to subsequent anti-cancer therapy.

Set to ""Y"" on records where (PARAMCD = 'SUMDIV'   or (PARAMCD = 'SUMDIR' and ACEPTFL='Y')) and PSBLFL = 'Y' and PREACTFL = 'Y' and PCHGNAD >= 20.",,
ADTR,CRIT2,Analysis Criterion 2,Char,30,$30.,CRIT1TR,Assigned,"Set to ""20% increase in SoD from Nadir"" on records where CRIT2FL = 'Y'",,
ADTR,CRIT3FL,Criterion 3 Evaluation Result Flag,Char,1,$1.,Y,Derived,"Flags Sum of Diameters records that show a >=30% decrease in SoD relative to baseline, indicating a partial response of target lesions. Only considers scans prior to first PD and prior to subsequent anti-cancer treatment.

Set to ""Y"" on records where (PARAMCD = 'SUMDIV'   or (PARAMCD = 'SUMDIR' and ACEPTFL='Y') ) and PSBLFL = 'Y' and  non-missing PCHG <= -30 and PREPDFL = 'Y' and PREACTFL = 'Y'.",,
ADTR,CRIT3,Analysis Criterion 3,Char,50,$50.,CRIT1TR,Assigned,"Set to ""30% decrease in SoD from Baseline"" on records where CRIT3FL = 'Y'",,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
