Data Set,Variable,Label,Type,Length,Format,Codelist Name,Origin,Derivation / Comments / Predecessor,Notes,XL Comments
ADEXSUM,CRIT5,Analysis Criterion 5 (Duration >=1 month),Char,45,$45.,,Derived,"if PARAMCD in (TOTDURN, NVTRDURM, RLTRDURM, IPTRDURM) then do:
Set to "">=1 month"" if AVAL>=1
 
",,
ADEXSUM,CRIT5FL,Criterion 5 Evaluation Result Flag,Char,1,$1.,Y,Assigned,set to Y for the records with CRIT5 populated,,
ADEXSUM,CRIT6,Analysis Criterion 6 (Duration >=3 months),Char,45,$45.,,Derived,"if PARAMCD in (TOTDURN, NVTRDURM, RLTRDURM, IPTRDURM) then do:
Set to "">=3 months"" if AVAL>=3
 
",,
ADEXSUM,CRIT6FL,Criterion 6 Evaluation Result Flag,Char,1,$1.,Y,Assigned,set to Y for the records with CRIT6 populated,,
ADEXSUM,CRIT7,Analysis Criterion 7 (Duration >=6 months),Char,45,$45.,,Derived,"if PARAMCD in (TOTDURN, NVTRDURM, RLTRDURM, IPTRDURM) then do:
Set to "">=6 months"" if AVAL>=6
 
",,
ADEXSUM,CRIT7FL,Criterion 7 Evaluation Result Flag,Char,1,$1.,Y,Assigned,set to Y for the records with CRI7 populated,,
ADEXSUM,CRIT8,Analysis Criterion 8 (Duration >=9 months),Char,45,$45.,,Derived,"if PARAMCD in (TOTDURN, NVTRDURM, RLTRDURM, IPTRDURM) then do:
Set to "">=9 months"" if AVAL>=9
 
",,
ADEXSUM,CRIT8FL,Criterion 8 Evaluation Result Flag,Char,1,$1.,Y,Assigned,set to Y for the records with CRIT8 populated,,
ADEXSUM,CRIT9,Analysis Criterion 9 (Duration >=12 months),Char,45,$45.,,Derived,"if PARAMCD in (TOTDURN, NVTRDURM, RLTRDURM, IPTRDURM) then do:
Set to "">=12 months"" if AVAL>=12
 
",,
ADEXSUM,CRIT9FL,Criterion 9 Evaluation Result Flag,Char,1,$1.,Y,Assigned,set to Y for the records with CRIT9 populated,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
